epoch,train_loss,val_loss
1,0.8097745830362494,0.8822982509930929
2,0.7343534447930076,0.9513804117838541
3,0.6726144227114591,0.9555961489677429
4,0.6245253194462169,0.8388029138247172
5,0.5816416144371033,0.8034397959709167
6,0.5259994837370786,0.7514212727546692
7,0.4890274622223594,0.7865173816680908
8,0.4763641194863753,0.8069501916567484
9,0.4652711044658314,0.7774336139361063
10,0.45400468327782373,0.8004521330197653
11,0.4473970126021992,0.8327167828877767
12,0.4414273608814586,0.809721569220225
13,0.4350781494920904,0.7605469425519308
14,0.4326676753434268,0.7782774170239767
15,0.4243751249530099,0.7883758147557577
16,0.42059138688174164,0.8102195660273234
