epoch,train_loss,val_loss
1,0.7482547064622244,0.772129237651825
2,0.5565953618950314,0.6673403382301331
3,0.47924133472972447,0.6974080622196197
4,0.46358489327960545,0.6773005485534668
5,0.4468784381945928,0.6524158000946045
6,0.4295964439709981,0.640938675403595
7,0.42025695575608146,0.6601270735263824
8,0.4148893141084247,0.6917400240898133
9,0.41771450969907975,0.6665024876594543
10,0.40960269007417893,0.7105495572090149
11,0.4097367640998628,0.6896837830543519
12,0.4100394265519248,0.6996882915496826
13,0.39288709395461613,0.6939753532409668
14,0.38737986981868744,0.6832591891288757
15,0.37879321724176407,0.7176238536834717
16,0.38458816044860417,0.7073688983917237
