epoch,train_loss,val_loss
1,0.8120690367438577,0.878217359383901
2,0.7405975731936368,0.9423252940177917
3,0.6604116884144869,0.9800352454185486
4,0.6178630861369047,0.905374546845754
5,0.5762098865075544,0.8772388696670532
6,0.5184047276323492,0.7300414244333903
7,0.48606167056343774,0.6729933420817057
8,0.46569728038527747,0.639546811580658
9,0.4545633521946994,0.6441522240638733
10,0.447178301486102,0.6518991788228353
11,0.44039355895736,0.7022390762964884
12,0.43547269160097296,0.7123006383577982
13,0.43145428191531787,0.7103095253308614
14,0.4260495332154361,0.7411397298177084
15,0.4219514348290183,0.7526177763938904
16,0.41814415834166785,0.758056124051412
17,0.41192592815919354,0.7447320818901062
18,0.4112296537919478,0.7318520148595175
