epoch,train_loss,val_loss
1,0.8052596416738298,0.891769552230835
2,0.6428413589795431,0.820836091041565
3,0.553449723455641,0.7844788193702698
4,0.5109197149674097,0.7848783969879151
5,0.47250071664651233,0.8074972033500671
6,0.46080776221222347,0.7676729321479797
7,0.44454681542184615,0.7812697887420654
8,0.42521000239584184,0.7622543454170227
9,0.415202839506997,0.7815136313438416
10,0.39944468438625336,0.777440857887268
11,0.3940088268783357,0.7801379919052124
12,0.3821476896603902,0.7783447742462158
13,0.3833659523063236,0.7635688662528992
14,0.3813200311528312,0.7817051649093628
15,0.3725127859248055,0.7771995902061463
16,0.3715172227885988,0.7844829797744751
17,0.3649993704424964,0.8143598556518554
18,0.3693592581484053,0.7954783797264099
