epoch,train_loss,val_loss
1,0.8101562099023298,0.8787128925323486
2,0.7406498735601251,0.9372771779696146
3,0.6625982956452803,0.944231390953064
4,0.6189877715977755,0.8413243095080057
5,0.551946680654179,0.7864701350529989
6,0.503882952711799,0.6858464678128561
7,0.47729307413101196,0.7070411642392477
8,0.46492479606108233,0.7640438477198283
9,0.4510379731655121,0.7394396464029948
10,0.44385374134237116,0.7795051336288452
11,0.4360506128181111,0.7689629991849264
12,0.42788881876251916,0.74888676404953
13,0.424523418599909,0.7828560074170431
14,0.42424745722250506,0.7614752252896627
15,0.41778585043820465,0.8022593259811401
16,0.41240397637540643,0.8431274096171061
