epoch,train_loss,val_loss
1,0.7085945871141222,0.6931044936180115
2,0.5035277323590385,0.6684813559055328
3,0.47331272065639496,0.6654025375843048
4,0.43832458390129936,0.6661336183547973
5,0.4228966451353497,0.6666662812232971
6,0.413707478178872,0.6728939533233642
7,0.4128592279222276,0.6836026430130004
8,0.3957851595348782,0.6785033345222473
9,0.38985271917449105,0.70306476354599
10,0.392449751496315,0.6822853326797486
11,0.38447748124599457,0.6993897557258606
12,0.37850530942281085,0.7313854694366455
13,0.3701282689968745,0.7256290793418885
