epoch,train_loss,val_loss
1,0.8170953392982483,0.8565136194229126
2,0.7269133058461276,0.7992826898892721
3,0.5991407145153392,0.6891206502914429
4,0.5271552205085754,0.6264694531758627
5,0.49789605899290607,0.6099861264228821
6,0.48241094838489185,0.6173818310101827
7,0.46899244460192596,0.6173357764879862
8,0.45876316048882226,0.6156527201334635
9,0.45195954225280066,0.6231180826822916
10,0.4447829913009297,0.635987122853597
11,0.43798423084345733,0.629513700803121
12,0.43138639764352277,0.6402761340141296
13,0.42478834228082135,0.649168848991394
14,0.42349647120995954,0.6273326675097147
15,0.41933145035396924,0.6374832987785339
