epoch,train_loss,val_loss
1,0.7735196716255612,0.726947820186615
2,0.5520023902257284,0.6744113445281983
3,0.49123739699522656,0.6888348042964936
4,0.4633878038989173,0.6913398861885071
5,0.44638170964188045,0.6762242317199707
6,0.4389128138621648,0.69453444480896
7,0.4472360495063994,0.7025157034397125
8,0.4178399244944255,0.7443508505821228
9,0.41074998511208427,0.722519326210022
10,0.40009010831514996,0.7046530842781067
11,0.39500485526190865,0.7821402430534363
12,0.3959437376923031,0.7745055198669434
