epoch,train_loss,val_loss
1,0.7688850031958686,0.7951578259468078
2,0.5627956224812402,0.6812881827354431
3,0.4824492186307907,0.6807652473449707
4,0.44510725140571594,0.6662937283515931
5,0.4370107485188378,0.7013136267662048
6,0.4305669565995534,0.6994009912014008
7,0.41933804088168675,0.7294455289840698
8,0.41049715711010826,0.7134058117866516
9,0.406727875272433,0.7109637260437012
10,0.3965633561213811,0.701177304983139
11,0.3888120684358809,0.7089059233665467
12,0.39157818754514057,0.6904030561447143
13,0.3842317793104384,0.7020389437675476
14,0.3749668267038133,0.7272600531578064
