epoch,train_loss,val_loss
1,0.7998772913759405,0.854224423567454
2,0.6744495955380526,0.7665473222732544
3,0.5608957409858704,0.667815645535787
4,0.5129269713705237,0.6242799560228983
5,0.4918963448567824,0.6243410706520081
6,0.4771078554066745,0.6221629778544108
7,0.4649435986172069,0.6137068470319113
8,0.4556982029568065,0.6443066199620565
9,0.4489359666000713,0.6375154455502828
10,0.441625253720717,0.6478284597396851
11,0.43659554557366803,0.640250027179718
12,0.4287328069860285,0.6676861047744751
13,0.4252329035238786,0.6617285211881002
14,0.4180302159352736,0.6657296419143677
15,0.4155023396015167,0.6625205278396606
16,0.41158476200970734,0.6868365605672201
17,0.40716766769235785,0.6637383103370667
