epoch,train_loss,val_loss
1,0.752079082859887,0.7354711651802063
2,0.5420910285578834,0.700934910774231
3,0.47484219405386185,0.6948084473609925
4,0.4499732835425271,0.6910698473453522
5,0.44020680752065444,0.6825004518032074
6,0.4240563644303216,0.7178905487060547
7,0.417720056242413,0.6954728066921234
8,0.40447289248307544,0.7038256645202636
9,0.3979678452014923,0.7305018663406372
10,0.38974594904316795,0.6910815358161926
11,0.3880057649479972,0.6877222180366516
12,0.38356371058358085,0.7683736443519592
13,0.37504567868179745,0.7402661800384521
14,0.3713190903266271,0.7662531018257142
15,0.36830444468392265,0.7442768216133118
