epoch,train_loss,val_loss
1,0.8114697770638899,0.873132050037384
2,0.7495177767493508,0.9549922545750936
3,0.6756955547766252,0.9456531008084615
4,0.6230008168654009,0.8538020253181458
5,0.5802536823532798,0.8049935301144918
6,0.5306033979762684,0.7869037985801697
7,0.493143000385978,0.816304345925649
8,0.47627545215866784,0.7657292087872823
9,0.45889370007948443,0.7934432427088419
10,0.45285245234316046,0.799087127049764
11,0.44723259048028424,0.7766291697820028
12,0.4403647509488193,0.8400524258613586
13,0.43592912229624664,0.8176111578941345
14,0.42946053634990344,0.8975989023844401
15,0.42359408736228943,0.8291587432225546
16,0.4198008721525019,0.8620529770851135
17,0.4133311591365121,0.8949719270070394
18,0.4114946181123907,0.8838281830151876
