epoch,train_loss,val_loss
1,0.7736577722761366,0.8632457256317139
2,0.6424158447318606,0.8097156763076783
3,0.5423257069455253,0.7946094393730163
4,0.49395273129145306,0.8336944103240966
5,0.46707364585664535,0.8834350228309631
6,0.44516037073400283,0.8634359240531921
7,0.43059729370805955,0.8360125660896301
8,0.42012379732396865,0.8902320861816406
9,0.4151589986350801,0.8521214127540588
10,0.39957160254319507,0.8409938216209412
11,0.4040118571784761,0.8372600317001343
12,0.3845599641402562,0.8223358631134033
13,0.38133302330970764,0.819517982006073
