epoch,train_loss,val_loss
1,0.8200924721631137,0.8802215258280436
2,0.7520336237820712,0.838930348555247
3,0.6537533727559176,0.7689937353134155
4,0.5701796304095875,0.680975615978241
5,0.5188823125579141,0.649605373541514
6,0.4948172542181882,0.6343879699707031
7,0.4802335554903204,0.6317258874575297
8,0.47041079943830316,0.6371569236119589
9,0.4621068293398077,0.6387767394383749
10,0.4508323479782451,0.6217965483665466
11,0.448457195000215,0.6379256049791971
12,0.4426040703600103,0.6321346163749695
13,0.4357701241970062,0.6290667057037354
14,0.4288086511872031,0.6303205887476603
15,0.42483283985744824,0.6266647974650065
16,0.4192482693628831,0.6322114666302999
17,0.41470383514057507,0.6395059823989868
18,0.414074182510376,0.6200221180915833
19,0.40803026340224524,0.6363293131192526
20,0.41136092760346155,0.6557940642038981
21,0.4089126912030307,0.6404181917508444
22,0.40203069285912946,0.6314748326937357
23,0.39577092636715283,0.6290574669837952
24,0.39726555618372833,0.6410671869913737
25,0.39298308437520807,0.6442448695500692
26,0.3928261534734206,0.6573148568471273
27,0.39375755190849304,0.7240582505861918
28,0.38981246135451575,0.7185197472572327
