epoch,train_loss,val_loss
1,0.7225356731149886,0.7138856291770935
2,0.505796836482154,0.6874180793762207
3,0.46911922428343034,0.6646488904953003
4,0.45555755992730457,0.6665402114391327
5,0.4393538071049584,0.6655891478061676
6,0.42489266726705766,0.6808554768562317
7,0.4209481163157357,0.7481607317924499
8,0.40513060324721867,0.6817556142807006
9,0.40054184529516434,0.7211576223373413
10,0.39314193692472243,0.7230744361877441
11,0.38937032719453174,0.7027093529701233
12,0.38650308052698773,0.7041832685470581
13,0.37954531610012054,0.7450116038322449
