epoch,train_loss,val_loss
1,0.8114813349463723,0.8574228286743164
2,0.7157809788530524,0.8046149611473083
3,0.5975230986421759,0.7077177365620931
4,0.5262757702307268,0.6466822226842245
5,0.495533750815825,0.625146726767222
6,0.4774141988971017,0.6330513954162598
7,0.4663866297765212,0.6595342953999838
8,0.45686297795989295,0.644752303759257
9,0.4477869299325076,0.6374772787094116
10,0.43998049876906653,0.6254770159721375
11,0.43404555320739746,0.6411008437474569
12,0.4307736239650033,0.6353450417518616
13,0.42116236415776337,0.6619512041409811
14,0.41800830039111053,0.6739122668902079
15,0.41262567043304443,0.6556847095489502
