epoch,train_loss,val_loss
1,0.7247498565249972,0.7217161178588867
2,0.5502851390176349,0.6605446696281433
3,0.49575254486666787,0.6709644436836243
4,0.46605243782202405,0.6984165489673615
5,0.45340417822202045,0.6899677395820618
6,0.4512268635961745,0.6823193967342377
7,0.4423596329159207,0.7275757670402527
8,0.4194141063425276,0.6746832430362701
9,0.41637346479627824,0.6701091825962067
10,0.402684489885966,0.6811047852039337
11,0.40473798082934487,0.6755298912525177
12,0.3974665088786019,0.6737351536750793
