epoch,train_loss,val_loss
1,0.8267435106364164,0.8662693301836649
2,0.772039532661438,0.8093675374984741
3,0.6587654677304354,0.6900381445884705
4,0.5516113286668604,0.6365409096082052
5,0.511334782296961,0.6404204964637756
6,0.49220655993981793,0.6464662154515585
7,0.47937531904740766,0.6428642868995667
8,0.468683968890797,0.634024977684021
9,0.46191120689565485,0.6413651506106058
10,0.4531431062655015,0.6315720677375793
11,0.44970338452946057,0.6370769143104553
12,0.44394549998370086,0.6322217384974161
13,0.4353307675231587,0.6342931389808655
14,0.4298810742118142,0.6346580187479655
15,0.42766176570545544,0.66779625415802
16,0.42439262433485553,0.6498187979062399
17,0.41759718548167835,0.6864948868751526
18,0.41712983629920264,0.6676279306411743
19,0.40870667587627063,0.6572250525156657
20,0.40642403201623395,0.6447788874308268
