epoch,train_loss,val_loss
1,0.7928817272186279,0.8892322778701782
2,0.631538536813524,0.865450632572174
3,0.5464962224165598,0.8450362920761109
4,0.5100415001312891,0.8203102111816406
5,0.4638964947726991,0.8095661163330078
6,0.44654548002613914,0.7948456525802612
7,0.42747731506824493,0.8188039660453796
8,0.4216439492172665,0.8374428391456604
9,0.40618281231986153,0.8209931373596191
10,0.39672017097473145,0.8121426939964295
11,0.39097145696481067,0.8391982674598694
12,0.38891812993420494,0.8178290843963623
13,0.3845096064938439,0.8051256537437439
14,0.3864058454831441,0.8211517810821534
15,0.37168046169810826,0.8302039265632629
16,0.3738577647341622,0.8383182644844055
