epoch,train_loss,val_loss
1,0.8097561706196178,0.8516930540402731
2,0.6841327006166632,0.7722731033960978
3,0.5681669061834161,0.6823824842770895
4,0.514817164702849,0.6385485927263895
5,0.49256382476199756,0.6321762800216675
6,0.47580859065055847,0.6610670288403829
7,0.46448692137544806,0.6223371227582296
8,0.4561872048811479,0.6139815251032511
9,0.44828223369338294,0.6552084485689799
10,0.4437294873324307,0.634341299533844
11,0.4352257549762726,0.6636292537053426
12,0.4286810674450614,0.637930691242218
13,0.4230048114603216,0.6371821761131287
14,0.41911469535394147,0.719953695933024
15,0.414649253541773,0.6726276675860087
16,0.4115554554895921,0.6892529129981995
17,0.4080044220794331,0.6750144759813944
18,0.4040102335539731,0.6731380025545756
