epoch,train_loss,val_loss
1,0.8014171388414171,0.9244958162307739
2,0.6582172248098586,0.8288558125495911
3,0.5531958838303884,0.853392493724823
4,0.5076503637764189,0.9066876173019409
5,0.4707634382777744,0.87145015001297
6,0.44585654470655656,0.89257972240448
7,0.42360685600174797,0.8869087219238281
8,0.4133148176802529,0.9361786246299744
9,0.4090936846203274,0.9480678081512451
10,0.4002375354369481,0.9315096378326416
11,0.3873428437444899,0.9144877552986145
12,0.3839043113920424,0.9294334769248962
