epoch,train_loss,val_loss
1,0.8282683871009133,0.8807690342267355
2,0.7678986896168102,0.8274582624435425
3,0.651866230097684,0.7195267875989279
4,0.5580876252867959,0.6975355346997579
5,0.5150609775023027,0.6786750356356303
6,0.4917207522825761,0.6447104215621948
7,0.4757313403216275,0.6301639676094055
8,0.46253704211928626,0.6380617221196493
9,0.45743575421246613,0.6318912903467814
10,0.45252147858793085,0.6434188882509867
11,0.44782485474239697,0.6350167989730835
12,0.4433815668929707,0.648198405901591
13,0.4365843046795238,0.6544565161069235
14,0.43347380378029565,0.6402365565299988
15,0.4276439222422513,0.6470471620559692
16,0.4222577593543313,0.6423764228820801
17,0.4194863330234181,0.6533370216687521
