epoch,train_loss,val_loss
1,0.7693041861057281,0.770579206943512
2,0.5881940407885445,0.6795856356620789
3,0.5057917320066028,0.6687033534049988
4,0.4812956667608685,0.6536443054676055
5,0.4622909923394521,0.6894513368606567
6,0.43598848084608716,0.6722387433052063
7,0.42525650395287407,0.6995034337043762
8,0.4163000070386463,0.7473436832427979
9,0.4125571648279826,0.7111340761184692
10,0.41273225678337944,0.7055488467216492
11,0.4000195480055279,0.6983431458473206
12,0.39793018996715546,0.6778101921081543
13,0.3992103321684731,0.6846341133117676
14,0.4158734265300963,0.7047742128372192
