epoch,train_loss,val_loss
1,0.8219181570139799,0.8716726303100586
2,0.7394394982944835,0.7941852410634359
3,0.611377553506331,0.6978580355644226
4,0.5432808236642317,0.6436839898427328
5,0.5135474150831049,0.6210026741027832
6,0.49498124014247546,0.6296203136444092
7,0.4825276786630804,0.6367071270942688
8,0.4712364673614502,0.6266440947850546
9,0.4634062214331193,0.636040210723877
10,0.4577816697684201,0.6277911067008972
11,0.4502056999640031,0.6561851700146993
12,0.44576708295128564,0.6203331549962362
13,0.43887318535284564,0.6398809949556986
14,0.43005598946051166,0.6423064668973287
15,0.42419975183226843,0.6624780694643656
16,0.4192309460856698,0.6925321022669474
17,0.4181780490008267,0.668046216169993
18,0.41389343955300073,0.6536502440770467
19,0.4078669791871851,0.6365955670674642
20,0.40951993519609625,0.6258357763290405
21,0.4072255790233612,0.6318732698758444
22,0.40274940024722705,0.6671306689580282
